Ruolo;Nome;Squadra;Anno;Media voto;Media FantaVoto;Quota iniziale;FantaVoto/Quota iniziale;Voto/Quota iniziale;Gol fatti;Gol subiti;Rigori parati;Rigori calciati;Rigori segnati;Rigori sbagliati;Assist;Ammonizioni;Espulsioni;Autogol;Partite a voto;Quota attuale;Differenza tra quote;Id
C;Lukic;Torino;01/01/2020;5.7;5.72;5;1.144;1.14;1;0;0;0;0;0;1;5;1;0;30;4;1;2009
C;Miguel Veloso;Verona;01/01/2020;6.12;6.38;5;1.276;1.224;3;0;0;0;0;0;3;6;0;0;34;14;-9;2011
A;Milik;Napoli;01/01/2020;6.12;7.29;28;0.260357143;0.218571429;11;0;0;0;0;0;0;5;0;0;26;23;5;2012
D;Fazio;Roma;01/01/2020;5.77;5.83;9;0.647777778;0.641111111;1;0;0;0;0;0;0;2;1;0;16;2;7;2016
A;Pinamonti;Genoa;01/01/2020;5.73;6.15;20;0.3075;0.2865;4;0;0;2;1;1;1;1;0;0;32;9;11;2038
A;Simeone;Cagliari;01/01/2020;6;7;14;0.5;0.428571429;12;0;0;0;0;0;3;4;0;0;37;22;-8;2061
D;Bastos;Lazio;01/01/2020;5.79;5.71;6;0.951666667;0.965;1;0;0;0;0;0;0;4;0;1;16;2;4;2062
C;Rog;Cagliari;01/01/2020;6.17;6.14;10;0.614;0.617;1;0;0;0;0;0;1;10;0;0;30;8;2;2076
C;Pasalic;Atalanta;01/01/2020;6.06;6.79;9;0.754444444;0.673333333;9;0;0;0;0;0;3;6;0;1;35;20;-11;2077
D;Biraschi;Genoa;01/01/2020;5.73;5.54;8;0.6925;0.71625;0;0;0;0;0;0;0;3;1;1;24;3;5;2083
C;Luis Alberto;Lazio;01/01/2020;6.6;7.44;20;0.372;0.33;5;0;0;1;1;0;15;5;0;0;36;27;-7;2085
D;Bereszynski;Sampdoria;01/01/2020;5.55;5.3;6;0.883333333;0.925;0;0;0;0;0;0;0;10;0;1;28;2;4;2104
C;Farago';Cagliari;01/01/2020;5.79;5.82;4;1.455;1.4475;1;0;0;0;0;0;1;3;0;1;21;4;0;2116
D;Bastoni;Inter;01/01/2020;6.02;6.08;4;1.52;1.505;2;0;0;0;0;0;0;7;1;0;25;7;-3;2120
D;Hateboer;Atalanta;01/01/2020;5.98;5.95;16;0.371875;0.37375;0;0;0;0;0;0;4;10;0;0;32;6;10;2130
P;Falcone;Sampdoria;01/01/2020;6;3.25;1;3.25;6;0;5;0;0;0;0;0;1;0;0;2;1;0;2134
D;Depaoli;Sampdoria;01/01/2020;5.81;5.74;6;0.956666667;0.968333333;0;0;0;0;0;0;1;7;0;0;29;5;1;2141
A;Cutrone;Fiorentina;01/01/2020;5.92;6.61;18;0.367222222;0.328888889;4;0;0;0;0;0;1;1;0;0;19;12;6;2155
D;Gosens;Atalanta;01/01/2020;6.33;7.32;15;0.488;0.422;9;0;0;0;0;0;7;3;0;0;34;27;-12;2160
A;Cornelius;Parma;01/01/2020;6.33;7.96;9;0.884444444;0.703333333;12;0;0;0;0;0;2;1;0;0;26;26;-17;2163
D;Milenkovic;Fiorentina;01/01/2020;6.12;6.41;9;0.712222222;0.68;5;0;0;0;0;0;0;9;0;0;37;16;-7;2164
C;Bentancur;Juventus;01/01/2020;6.09;6.17;8;0.77125;0.76125;0;0;0;0;0;0;7;9;0;0;30;11;-3;2166
A;Orsolini;Bologna;01/01/2020;5.95;6.72;17;0.395294118;0.35;8;0;0;0;0;0;6;3;0;0;37;18;-1;2167
D;Musacchio;Milan;01/01/2020;5.67;5.5;7;0.785714286;0.81;0;0;0;0;0;0;0;4;1;0;18;1;6;2168
D;Lyanco;Torino;01/01/2020;5.59;5.31;8;0.66375;0.69875;0;0;0;0;0;0;0;5;0;1;17;1;7;2171
C;Barak;Lecce;01/01/2020;5.89;6.18;11;0.561818182;0.535454545;2;0;0;0;0;0;1;1;0;0;24;8;3;2172
D;Venuti;Fiorentina;01/01/2020;5.85;5.77;4;1.4425;1.4625;0;0;0;0;0;0;1;4;0;0;16;3;1;2174
P;Cragno;Cagliari;01/01/2020;6.53;5.38;11;0.489090909;0.593636364;0;21;1;0;0;0;0;1;0;0;16;10;1;2178
P;Sirigu;Torino;01/01/2020;6.43;4.68;14;0.334285714;0.459285714;0;64;1;0;0;0;0;4;0;0;36;8;6;2179
D;Palomino;Atalanta;01/01/2020;6;6.08;9;0.675555556;0.666666667;2;0;0;0;0;0;1;5;0;1;30;8;1;2181
C;Borini;Verona;01/01/2020;5.97;6.43;5;1.286;1.194;2;0;0;1;1;0;0;2;1;0;16;8;-3;2187
C;Marusic;Lazio;01/01/2020;6.11;6.5;5;1.3;1.222;2;0;0;0;0;0;1;3;0;0;15;8;-3;2188
D;Bonifazi;SPAL;01/01/2020;5.56;5.85;8;0.73125;0.695;2;0;0;0;0;0;0;2;0;0;17;4;4;2192
C;Calhanoglu;Milan;01/01/2020;6.2;7.14;13;0.549230769;0.476923077;8;0;0;1;1;0;9;6;0;0;35;24;-11;2194
D;Castagne;Atalanta;01/01/2020;6.1;6.2;14;0.442857143;0.435714286;1;0;0;0;0;0;1;4;0;0;27;10;4;2197
C;Douglas Costa;Juventus;01/01/2020;6.22;6.58;14;0.47;0.444285714;1;0;0;0;0;0;4;1;0;0;23;11;3;2200
C;Under;Roma;01/01/2020;6;6.57;18;0.365;0.333333333;3;0;0;0;0;0;0;2;0;0;18;10;8;2201
C;Berenguer;Torino;01/01/2020;5.94;6.61;8;0.82625;0.7425;6;0;0;0;0;0;2;4;0;0;29;17;-9;2205
C;Lucas Leiva;Lazio;01/01/2020;6;5.84;9;0.648888889;0.666666667;0;0;0;0;0;0;1;8;1;0;25;5;4;2209
P;Silvestri;Verona;01/01/2020;6.24;4.99;6;0.831666667;1.04;0;43;0;0;0;0;0;2;0;0;35;10;-4;2211
C;Cassata;Genoa;01/01/2020;5.64;5.64;2;2.82;2.82;2;0;0;0;0;0;0;9;2;0;24;3;-1;2213
D;Kolarov;Roma;01/01/2020;6.03;6.53;15;0.435333333;0.402;5;0;0;4;2;2;3;6;0;0;32;14;1;2214
C;Veretout;Roma;01/01/2020;6.23;6.7;14;0.478571429;0.445;1;0;0;5;5;0;0;6;0;0;33;17;-3;2215
D;Lucioni;Lecce;01/01/2020;5.62;5.68;5;1.136;1.124;3;0;0;0;0;0;0;8;1;1;36;5;0;2241
D;Vicari;SPAL;01/01/2020;5.64;5.45;7;0.778571429;0.805714286;0;0;0;0;0;0;0;4;0;2;34;3;4;2261
C;Lazzari;Lazio;01/01/2020;6.16;6.12;15;0.408;0.410666667;0;0;0;0;0;0;2;6;0;0;32;11;4;2263
P;Nicolas;Udinese;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2271
C;Valoti;SPAL;01/01/2020;5.88;6.14;6;1.023333333;0.98;3;0;0;0;0;0;1;7;0;0;27;7;-1;2274
D;Romagna;Sassuolo;01/01/2020;5.89;5.81;5;1.162;1.178;0;0;0;0;0;0;0;3;0;0;18;3;2;2279
D;Nuytinck;Udinese;01/01/2020;6.06;6.02;4;1.505;1.515;0;0;0;0;0;0;0;2;0;0;26;8;-4;2280
A;Caicedo;Lazio;01/01/2020;6.12;6.89;14;0.492142857;0.437142857;9;0;0;1;0;1;1;7;0;0;30;19;-5;2284
D;Bani;Bologna;01/01/2020;5.91;6.13;5;1.226;1.182;4;0;0;0;0;0;0;10;1;0;27;9;-4;2285
C;Ramirez;Sampdoria;01/01/2020;5.96;6.81;10;0.681;0.596;4;0;0;3;3;0;2;5;0;0;26;17;-7;2287
D;Dalbert;Fiorentina;01/01/2020;5.71;5.68;3;1.893333333;1.903333333;0;0;0;0;0;0;4;8;1;0;31;6;-3;2289
C;Eysseric;Verona;01/01/2020;5.58;5.42;4;1.355;1.395;0;0;0;0;0;0;0;2;0;0;8;1;3;2290
D;Mancini;Roma;01/01/2020;5.98;5.83;14;0.416428571;0.427142857;1;0;0;0;0;0;0;14;1;0;32;8;6;2296
P;Rossi F.;Atalanta;01/01/2020;6;5;1;5;6;0;1;0;0;0;0;0;0;0;0;1;1;0;2297
C;Behrami;Genoa;01/01/2020;5.71;5.59;2;2.795;2.855;0;0;0;0;0;0;0;2;1;0;17;3;-1;2302
A;Salcedo E.;Verona;01/01/2020;6;6.2;1;6.2;6;1;0;0;0;0;0;0;0;0;0;17;6;-5;2304
C;Matuidi;Juventus;01/01/2020;5.86;5.86;12;0.488333333;0.488333333;0;0;0;0;0;0;1;2;0;0;35;7;5;2306
D;Pezzella Ger.;Fiorentina;01/01/2020;6.03;6.12;10;0.612;0.603;3;0;0;0;0;0;0;12;0;0;33;10;0;2309
D;Stryger Larsen;Udinese;01/01/2020;6.03;6.14;7;0.877142857;0.861428571;1;0;0;0;0;0;3;5;0;0;33;11;-4;2315
D;Rogerio;Sassuolo;01/01/2020;5.97;6.03;7;0.861428571;0.852857143;1;0;0;0;0;0;1;6;0;0;15;5;2;2318
A;Karamoh;Parma;01/01/2020;5.64;6;12;0.5;0.47;1;0;0;0;0;0;1;0;0;0;14;1;11;2325
A;Stepinski;Verona;01/01/2020;5.85;6.42;11;0.583636364;0.531818182;3;0;0;0;0;0;1;3;1;0;21;7;4;2327
C;Leris;Sampdoria;01/01/2020;5.85;6.08;5;1.216;1.17;1;0;0;0;0;0;0;0;0;0;15;4;1;2334
D;Luiz Felipe;Lazio;01/01/2020;5.92;5.96;7;0.851428571;0.845714286;1;0;0;0;0;0;1;6;0;0;26;7;0;2335
D;Marlon;Sassuolo;01/01/2020;5.89;5.74;6;0.956666667;0.981666667;0;0;0;0;0;0;0;7;0;0;23;4;2;2355
C;Pastore;Roma;01/01/2020;6.06;6.06;11;0.550909091;0.550909091;0;0;0;0;0;0;0;0;0;0;11;1;10;2378
C;Rabiot;Juventus;01/01/2020;5.91;5.93;14;0.423571429;0.422142857;1;0;0;0;0;0;1;5;1;0;28;7;7;2379
C;Ekdal;Sampdoria;01/01/2020;5.88;5.82;7;0.831428571;0.84;0;0;0;0;0;0;2;8;0;0;32;5;2;2391
C;Walace;Udinese;01/01/2020;5.91;5.85;7;0.835714286;0.844285714;0;0;0;0;0;0;0;2;0;0;20;3;4;2392
C;Ribery;Fiorentina;01/01/2020;6.48;6.93;19;0.364736842;0.341052632;3;0;0;0;0;0;3;3;1;0;21;17;2;2409
D;Donati;Lecce;01/01/2020;5.92;5.88;2;2.94;2.96;1;0;0;0;0;0;0;4;0;1;20;8;-6;2446
P;Ospina;Napoli;01/01/2020;6;5;3;1.666666667;2;0;17;0;0;0;0;0;0;0;0;17;8;-5;2468
C;Ramsey;Juventus;01/01/2020;6.02;6.43;18;0.357222222;0.334444444;3;0;0;0;0;0;0;2;0;0;24;10;8;2472
A;Sanchez;Inter;01/01/2020;6.35;7.41;24;0.30875;0.264583333;3;0;0;1;1;0;8;2;1;0;22;21;3;2475
C;Moses;Inter;01/01/2020;6.2;6.45;8;0.80625;0.775;0;0;0;0;0;0;3;1;0;0;12;9;-1;2488
D;Darmian;Parma;01/01/2020;5.94;5.97;8;0.74625;0.7425;1;0;0;0;0;0;1;6;0;0;33;8;0;2525
C;Mkhitaryan;Roma;01/01/2020;6.25;7.59;14;0.542142857;0.446428571;9;0;0;0;0;0;5;5;0;0;22;25;-11;2529
A;Ibrahimovic;Milan;01/01/2020;6.53;8.17;28;0.291785714;0.233214286;8;0;0;3;2;1;3;1;0;0;18;35;-7;2530
A;Lukaku;Inter;01/01/2020;6.4;8.32;35;0.237714286;0.182857143;17;0;0;6;6;0;1;2;0;0;36;38;-3;2531
C;Eriksen;Inter;01/01/2020;5.85;6.23;23;0.270869565;0.254347826;1;0;0;0;0;0;2;0;0;0;17;13;10;2556
D;Godin;Inter;01/01/2020;6.05;6.12;14;0.437142857;0.432142857;1;0;0;0;0;0;1;5;0;0;23;7;7;2572
A;Ronaldo;Juventus;01/01/2020;6.56;9.33;46;0.202826087;0.142608696;19;0;0;13;12;1;3;3;0;0;33;48;-2;2610
C;Soriano;Bologna;01/01/2020;6.12;6.66;14;0.475714286;0.437142857;5;0;0;0;0;0;4;3;2;0;29;14;0;2625
D;Kjaer;Milan;01/01/2020;6;5.9;8;0.7375;0.75;0;0;0;0;0;0;0;4;0;0;20;5;3;2633
D;Lykogiannis;Cagliari;01/01/2020;5.66;5.61;4;1.4025;1.415;0;0;0;0;0;0;1;4;0;0;20;2;2;2653
C;Dabo;SPAL;01/01/2020;5.72;5.97;3;1.99;1.906666667;1;0;0;0;0;0;3;4;0;0;16;4;-1;2659
C;Castillejo;Milan;01/01/2020;6.17;6.58;10;0.658;0.617;2;0;0;0;0;0;3;3;0;0;22;11;-1;2692
D;Young;Inter;01/01/2020;6.18;7.09;9;0.787777778;0.686666667;4;0;0;0;0;0;4;1;0;0;18;21;-12;2707
A;Barrow;Bologna;01/01/2020;6.18;7.32;9;0.813333333;0.686666667;8;0;0;2;1;1;5;1;0;0;25;22;-13;2719
C;Danzi;Verona;01/01/2020;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2726
D;Pellegrini Lu.;Cagliari;01/01/2020;5.9;5.9;6;0.983333333;0.983333333;0;0;0;0;0;0;5;10;0;0;24;6;0;2728
D;Reca;SPAL;01/01/2020;5.62;5.66;4;1.415;1.405;0;0;0;0;0;0;2;2;0;0;25;3;1;2739
C;Pessina;Verona;01/01/2020;6.14;6.64;3;2.213333333;2.046666667;7;0;0;0;0;0;0;7;0;0;35;16;-13;2741
A;Santander;Bologna;01/01/2020;5.71;5.71;12;0.475833333;0.475833333;0;0;0;1;1;0;0;6;0;0;24;2;10;2743
C;Svanberg;Bologna;01/01/2020;5.94;6.11;3;2.036666667;1.98;1;0;0;0;0;0;1;2;0;0;25;6;-3;2744
D;Dijks;Bologna;01/01/2020;5.69;5.5;8;0.6875;0.71125;0;0;0;0;0;0;0;5;0;0;13;2;6;2746
D;Paz;Lecce;01/01/2020;5.65;5.54;1;5.54;5.65;0;0;0;0;0;0;1;5;0;0;16;2;-1;2747
D;Gunter;Verona;01/01/2020;5.84;5.73;5;1.146;1.168;0;0;0;0;0;0;0;7;0;0;32;4;1;2758
D;Criscito;Genoa;01/01/2020;5.96;6.54;13;0.503076923;0.458461538;0;0;0;10;8;2;0;7;0;0;26;15;-2;2759
P;Vodisek;Genoa;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2761
A;Kouame';Fiorentina;01/01/2020;6.25;7.39;16;0.461875;0.390625;6;0;0;0;0;0;3;1;0;0;18;19;-3;2762
A;Martinez L.;Inter;01/01/2020;6.14;7.21;26;0.277307692;0.236153846;12;0;0;3;2;1;3;7;1;0;35;27;-1;2764
C;Zaniolo;Roma;01/01/2020;6.2;6.84;16;0.4275;0.3875;6;0;0;0;0;0;2;8;0;0;26;16;0;2766
D;Magnani;Sassuolo;01/01/2020;5.75;6;6;1;0.958333333;1;0;0;0;0;0;0;3;0;0;10;2;4;2769
P;Proto;Lazio;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2770
A;Sprocati;Parma;01/01/2020;5.73;5.96;6;0.993333333;0.955;1;0;0;0;0;0;0;0;0;0;20;4;2;2773
C;Ruiz;Napoli;01/01/2020;6.02;6.44;17;0.378823529;0.354117647;3;0;0;0;0;0;6;2;0;0;33;13;4;2775
C;Younes;Napoli;01/01/2020;5.88;6.5;8;0.8125;0.735;1;0;0;0;0;0;0;1;0;0;9;3;5;2776
C;Kluivert;Roma;01/01/2020;5.95;6.38;16;0.39875;0.371875;4;0;0;0;0;0;0;4;1;0;22;10;6;2779
P;Fuzato;Roma;01/01/2020;6;5;1;5;6;0;1;0;0;0;0;0;0;0;0;1;1;0;2781
D;Bianda;Roma;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2783
D;Colley;Sampdoria;01/01/2020;5.73;5.6;7;0.8;0.818571429;0;0;0;0;0;0;1;10;0;0;31;5;2;2784
D;Bremer;Torino;01/01/2020;5.87;6.09;4;1.5225;1.4675;3;0;0;0;0;0;0;2;2;0;27;8;-4;2788
C;Meite';Torino;01/01/2020;5.69;5.64;9;0.626666667;0.632222222;0;0;0;0;0;0;1;5;0;0;33;3;6;2789
P;Rosati;Torino;01/01/2020;5.5;4.5;1;4.5;5.5;0;1;0;0;0;0;0;0;0;0;1;1;0;2790
P;Musso;Udinese;01/01/2020;6.26;5.07;9;0.563333333;0.695555556;0;51;2;0;0;0;0;1;0;0;38;12;-3;2792
D;Ter Avest;Udinese;01/01/2020;5.75;5.71;4;1.4275;1.4375;0;0;0;0;0;0;0;1;0;0;20;2;2;2795
D;Iacoponi;Parma;01/01/2020;5.9;5.97;4;1.4925;1.475;2;0;0;0;0;0;0;7;0;0;36;7;-3;2801
C;Barilla';Parma;01/01/2020;5.8;5.84;8;0.73;0.725;1;0;0;0;0;0;1;6;0;0;26;5;3;2802
C;Scozzarella;Parma;01/01/2020;6.21;6.36;4;1.59;1.5525;0;0;0;0;0;0;3;2;0;0;16;5;-1;2804
P;Vigorito;Lecce;01/01/2020;5.9;4;1;4;5.9;0;9;0;0;0;0;0;1;0;0;5;1;0;2809
P;Terracciano;Fiorentina;01/01/2020;6.36;5.64;1;5.64;6.36;0;5;0;0;0;0;0;0;0;0;7;6;-5;2815
D;Di Lorenzo;Napoli;01/01/2020;5.92;6.21;11;0.564545455;0.538181818;3;0;0;0;0;0;3;5;0;0;33;10;1;2816
C;Bennacer;Milan;01/01/2020;6.08;5.95;10;0.595;0.608;1;0;0;0;0;0;0;14;0;0;31;8;2;2818
A;Caputo;Sassuolo;01/01/2020;6.34;8.32;26;0.32;0.243846154;19;0;0;2;2;0;6;3;0;0;36;37;-11;2819
C;Bourabia;Sassuolo;01/01/2020;5.72;5.53;6;0.921666667;0.953333333;1;0;0;0;0;0;1;5;1;2;17;2;4;2825
A;Boga;Sassuolo;01/01/2020;6.24;7.3;12;0.608333333;0.52;11;0;0;0;0;0;2;0;0;0;34;24;-12;2832
C;Kulusevski;Parma;01/01/2020;6.4;7.42;4;1.855;1.6;9;0;0;1;1;0;8;3;0;0;36;27;-23;2833
A;Sottil;Fiorentina;01/01/2020;5.77;5.68;3;1.893333333;1.923333333;0;0;0;0;0;0;0;3;0;0;18;2;1;2839
A;Vlahovic;Fiorentina;01/01/2020;5.85;6.41;4;1.6025;1.4625;5;0;0;1;1;0;0;4;1;0;30;14;-10;2841
A;Zanimacchia;Juventus;01/01/2020;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;2;3;-2;2842
C;Riccardi;Roma;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2852
C;Vieira;Sampdoria;01/01/2020;5.73;5.54;4;1.385;1.4325;0;0;0;0;0;0;1;11;1;0;27;3;1;2855
C;Traore' Hj.;Sassuolo;01/01/2020;6.04;6.45;11;0.586363636;0.549090909;4;0;0;0;0;0;1;3;0;0;31;14;-3;2857
D;Malcuit;Napoli;01/01/2020;6;6;8;0.75;0.75;0;0;0;0;0;0;0;0;0;0;4;1;7;2860
D;Aina;Torino;01/01/2020;5.66;5.55;8;0.69375;0.7075;0;0;0;0;0;0;1;8;0;0;32;3;5;2865
D;Djidji;Torino;01/01/2020;5.31;5.12;7;0.731428571;0.758571429;0;0;0;0;0;0;0;1;0;1;17;2;5;2869
D;Troost-Ekong;Udinese;01/01/2020;5.72;5.64;5;1.128;1.144;0;0;0;0;0;0;0;5;0;0;30;4;1;2870
D;Klavan;Cagliari;01/01/2020;5.82;5.68;6;0.946666667;0.97;0;0;0;0;0;0;0;4;0;1;31;3;3;2871
A;Teodorczyk;Udinese;01/01/2020;5.7;5.6;8;0.7;0.7125;0;0;0;0;0;0;0;1;0;0;14;1;7;2873
C;Ghezzal;Fiorentina;01/01/2020;5.77;5.8;13;0.446153846;0.443846154;1;0;0;0;0;0;0;5;0;0;19;3;10;4228
D;Danilo;Juventus;01/01/2020;5.73;5.91;11;0.537272727;0.520909091;2;0;0;0;0;0;0;2;1;0;22;6;5;4237
D;Smalling;Roma;01/01/2020;6.23;6.53;11;0.593636364;0.566363636;3;0;0;0;0;0;1;2;0;0;30;13;-2;4245
C;Lobotka;Napoli;01/01/2020;6.08;6.08;9;0.675555556;0.675555556;0;0;0;0;0;0;0;0;0;0;14;8;1;4287
D;Hernandez T.;Milan;01/01/2020;6.32;6.71;8;0.83875;0.79;6;0;0;0;0;0;2;10;0;1;33;20;-12;4292
D;Romero;Genoa;01/01/2020;5.92;5.8;9;0.644444444;0.657777778;1;0;0;0;0;0;1;13;1;0;30;5;4;4307
C;Paqueta';Milan;01/01/2020;5.68;5.55;15;0.37;0.378666667;0;0;0;0;0;0;1;7;0;0;24;2;13;4322
D;Zeegelaar;Udinese;01/01/2020;5.77;5.82;3;1.94;1.923333333;0;0;0;0;0;0;2;3;0;0;13;5;-2;4323
A;Okaka;Udinese;01/01/2020;5.94;6.58;20;0.329;0.297;8;0;0;0;0;0;2;10;0;0;33;18;2;4324
C;Oliva;Cagliari;01/01/2020;6.15;6.5;3;2.166666667;2.05;1;0;0;0;0;0;1;1;0;0;11;3;0;4327
C;Lerager;Genoa;01/01/2020;5.69;5.76;6;0.96;0.948333333;1;0;0;0;0;0;1;5;0;0;21;4;2;4330
D;Ibanez;Roma;01/01/2020;5.94;5.83;2;2.915;2.97;0;0;0;0;0;0;0;2;0;0;9;2;0;4331
D;Demiral;Juventus;01/01/2020;6.25;6.83;8;0.85375;0.78125;1;0;0;0;0;0;1;1;0;0;6;3;5;4332
A;Millico;Torino;01/01/2020;5.67;5.67;1;5.67;5.67;0;0;0;0;0;0;0;0;0;0;11;1;0;4346
P;Brancolini;Fiorentina;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4351
A;Piccoli;Atalanta;01/01/2020;5.5;5.5;1;5.5;5.5;0;0;0;0;0;0;0;0;0;0;1;1;0;4359
C;Beloko;Fiorentina;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4362
D;Corbo;Bologna;01/01/2020;5.25;5;1;5;5.25;0;0;0;0;0;0;0;1;0;0;2;1;0;4365
D;Armini;Lazio;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4366
A;Juwara;Bologna;01/01/2020;6.5;7.33;1;7.33;6.5;1;0;0;0;0;0;0;1;0;0;7;6;-5;4368
C;Portanova;Juventus;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4370
A;Raspadori;Sassuolo;01/01/2020;6.36;7.21;1;7.21;6.36;2;0;0;0;0;0;0;0;0;0;11;12;-11;4371
D;Mateju;Brescia;01/01/2020;5.45;5.25;5;1.05;1.09;0;0;0;0;0;0;1;8;1;1;31;3;2;4373
D;Walukiewicz;Cagliari;01/01/2020;5.68;5.64;3;1.88;1.893333333;0;0;0;0;0;0;0;1;0;0;14;2;1;4374
D;Terzic;Fiorentina;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4375
C;Castrovilli;Fiorentina;01/01/2020;6.27;6.45;7;0.921428571;0.895714286;3;0;0;0;0;0;2;10;0;0;33;17;-10;4377
C;Zennaro;Genoa;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4383
C;Jagiello;Genoa;01/01/2020;5.9;6.1;5;1.22;1.18;0;0;0;0;0;0;2;0;0;0;11;4;1;4384
A;Adorante;Parma;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4387
A;Adekanye;Lazio;01/01/2020;6;6.62;8;0.8275;0.75;1;0;0;0;0;0;0;1;0;0;11;4;4;4388
C;Anderson A.;Lazio;01/01/2020;5.67;5.67;2;2.835;2.835;0;0;0;0;0;0;0;0;0;0;7;1;1;4389
C;Anderson D.;Lazio;01/01/2020;5.83;5.67;1;5.67;5.83;0;0;0;0;0;0;0;1;0;0;5;2;-1;4390
C;Schouten;Bologna;01/01/2020;5.81;5.58;4;1.395;1.4525;0;0;0;0;0;0;0;6;1;0;19;2;2;4393
D;Vavro;Lazio;01/01/2020;5.78;5.78;9;0.642222222;0.642222222;0;0;0;0;0;0;0;0;0;0;11;1;8;4397
D;Vera;Lecce;01/01/2020;5.7;5.9;2;2.95;2.85;0;0;0;0;0;0;1;0;0;0;8;3;-1;4399
C;Shakhov;Lecce;01/01/2020;5.71;5.88;5;1.176;1.142;1;0;0;0;0;0;2;3;0;0;24;5;0;4400
D;Gabbia;Milan;01/01/2020;5.89;5.83;1;5.83;5.89;0;0;0;0;0;0;0;1;0;0;9;2;-1;4401
D;Chabot;Sampdoria;01/01/2020;5.81;6;4;1.5;1.4525;1;0;0;0;0;0;0;1;1;0;8;2;2;4403
C;Thorsby;Sampdoria;01/01/2020;5.76;5.65;5;1.13;1.152;1;0;0;0;0;0;1;7;1;1;24;3;2;4404
C;Maroni;Sampdoria;01/01/2020;5.75;5.25;7;0.75;0.821428571;0;0;0;1;0;1;1;0;0;0;5;2;5;4405
D;Tripaldelli;Sassuolo;01/01/2020;5.5;5.5;2;2.75;2.75;0;0;0;0;0;0;0;0;0;0;2;1;1;4406
D;Igor;Fiorentina;01/01/2020;5.69;5.56;7;0.794285714;0.812857143;0;0;0;0;0;0;1;9;0;0;26;3;4;4407
D;Rrahmani;Verona;01/01/2020;5.99;5.94;4;1.485;1.4975;0;0;0;0;0;0;1;5;0;0;36;7;-3;4409
C;Agoume;Inter;01/01/2020;6;5.75;1;5.75;6;0;0;0;0;0;0;0;1;0;0;3;1;0;4411
D;Rodrigo Becao;Udinese;01/01/2020;5.88;5.84;7;0.834285714;0.84;1;0;0;0;0;0;0;8;0;0;29;5;2;4412
A;Aye';Brescia;01/01/2020;5.45;5.36;7;0.765714286;0.778571429;0;0;0;0;0;0;0;2;1;0;22;3;4;4413
D;Denswil;Bologna;01/01/2020;5.44;5.22;7;0.745714286;0.777142857;0;0;0;0;0;0;0;5;1;1;26;2;5;4414
A;Skov Olsen;Bologna;01/01/2020;5.67;5.81;8;0.72625;0.70875;1;0;0;0;0;0;0;2;0;0;26;4;4;4415
P;Pau Lopez;Roma;01/01/2020;6.08;4.72;14;0.337142857;0.434285714;0;45;1;0;0;0;0;3;0;0;32;9;5;4419
D;Bocchetti;Verona;01/01/2020;5.9;5.7;7;0.814285714;0.842857143;0;0;0;0;0;0;0;2;0;0;5;1;6;4420
D;Augello;Sampdoria;01/01/2020;6.03;6.09;4;1.5225;1.5075;0;0;0;0;0;0;2;2;0;0;17;6;-2;4421
D;Tomiyasu;Bologna;01/01/2020;5.95;6.02;4;1.505;1.4875;1;0;0;0;0;0;3;8;0;0;29;6;-2;4422
C;Hernani;Parma;01/01/2020;5.86;5.83;6;0.971666667;0.976666667;0;0;0;0;0;0;4;10;0;0;32;8;-2;4423
C;Jony;Lazio;01/01/2020;5.64;5.6;6;0.933333333;0.94;0;0;0;0;0;0;1;4;0;0;24;3;3;4424
P;Joronen;Brescia;01/01/2020;6.24;4.29;6;0.715;1.04;0;59;1;0;0;0;0;1;0;0;29;5;1;4425
D;Toljan;Sassuolo;01/01/2020;5.93;5.96;7;0.851428571;0.847142857;1;0;0;0;0;0;2;8;0;0;29;6;1;4426
C;Malinovskyi;Atalanta;01/01/2020;6.3;6.94;11;0.630909091;0.572727273;8;0;0;1;0;1;3;5;1;0;34;21;-10;4427
D;De Ligt;Juventus;01/01/2020;6.07;6.4;14;0.457142857;0.433571429;4;0;0;0;0;0;0;5;0;0;29;11;3;4428
D;Chancellor;Brescia;01/01/2020;5.69;5.9;5;1.18;1.138;3;0;0;0;0;0;0;3;0;1;26;5;0;4429
