Ruolo;Nome;Squadra;Anno;Media voto;Media FantaVoto;Quota iniziale;FantaVoto/Quota iniziale;Voto/Quota iniziale;Gol fatti;Gol subiti;Rigori parati;Rigori calciati;Rigori segnati;Rigori sbagliati;Assist;Ammonizioni;Espulsioni;Autogol;Partite a voto;Quota attuale;Differenza tra quote;Id
D;Okoli;Atalanta;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4432
C;Colley E.;Atalanta;01/01/2020;6.25;6.5;1;6.5;6.25;0;0;0;0;0;0;1;1;0;0;5;4;-3;4435
A;Cambiaghi;Atalanta;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4436
P;Alfonso;Brescia;01/01/2020;6;4.67;1;4.67;6;0;4;0;0;0;0;0;0;0;0;4;1;0;4440
P;Andrenacci;Brescia;01/01/2020;6;3.33;1;3.33;6;0;16;0;0;0;0;0;0;0;0;6;2;-1;4441
D;Cistana;Brescia;01/01/2020;5.76;5.71;7;0.815714286;0.822857143;1;0;0;0;0;0;0;6;1;0;21;2;5;4442
D;Semprini;Brescia;01/01/2020;5.7;5.9;2;2.95;2.85;1;0;0;0;0;0;0;2;0;0;12;3;-1;4444
C;Bisoli;Brescia;01/01/2020;5.88;5.92;9;0.657777778;0.653333333;1;0;0;0;0;0;1;6;0;0;25;4;5;4445
C;Ndoj;Brescia;01/01/2020;5.6;5.53;7;0.79;0.8;0;0;0;0;0;0;0;2;0;0;18;2;5;4447
C;Spalek;Brescia;01/01/2020;5.46;5.65;8;0.70625;0.6825;2;0;0;0;0;0;1;5;0;0;25;4;4;4448
C;Tonali;Brescia;01/01/2020;6.03;6.19;6;1.031666667;1.005;1;0;0;0;0;0;7;9;0;0;35;11;-5;4449
C;Viviani M.;Brescia;01/01/2020;5.5;5.5;1;5.5;5.5;0;0;0;0;0;0;0;0;0;0;8;1;0;4451
A;Donnarumma Al.;Brescia;01/01/2020;5.74;6.57;16;0.410625;0.35875;5;0;0;2;2;0;2;1;0;0;31;13;3;4452
A;Torregrossa;Brescia;01/01/2020;6.22;6.98;13;0.536923077;0.478461538;5;0;0;2;2;0;2;8;0;0;25;20;-7;4453
A;Ragatzu;Cagliari;01/01/2020;5.81;6.19;2;3.095;2.905;1;0;0;0;0;0;0;1;0;0;13;5;-3;4455
C;Rovella;Genoa;01/01/2020;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;2;2;-1;4459
A;Esposito;Inter;01/01/2020;6;6.83;1;6.83;6;0;0;0;1;1;0;0;1;0;0;7;1;0;4463
C;Fagioli;Juventus;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4465
D;Jorge Silva;Lazio;01/01/2020;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4467
D;Calderoni;Lecce;01/01/2020;5.69;6;6;1;0.948333333;3;0;0;0;0;0;2;7;0;0;26;5;1;4470
D;Meccariello;Lecce;01/01/2020;5.67;5.88;4;1.47;1.4175;1;0;0;0;0;0;0;2;0;0;14;3;1;4472
C;Majer;Lecce;01/01/2020;5.85;5.87;5;1.174;1.17;1;0;0;0;0;0;1;7;0;0;27;6;-1;4475
C;Elmas;Napoli;01/01/2020;6;6.05;7;0.864285714;0.857142857;1;0;0;0;0;0;1;7;0;0;26;6;1;4479
D;Bouah;Roma;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4481
A;Cangiano;Bologna;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4483
P;Thiam D.;SPAL;01/01/2020;6;4;1;4;6;0;4;0;0;0;0;0;0;0;0;2;1;0;4485
C;Strefezza;SPAL;01/01/2020;5.89;5.91;1;5.91;5.89;1;0;0;0;0;0;2;7;1;0;32;8;-7;4486
P;Berardi A.;Verona;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4491
D;Dawidowicz;Verona;01/01/2020;5.9;5.9;5;1.18;1.18;1;0;0;0;0;0;0;2;2;0;15;1;4;4493
D;Empereur;Verona;01/01/2020;5.91;5.77;4;1.4425;1.4775;0;0;0;0;0;0;0;3;0;0;13;1;3;4494
D;Kumbulla;Verona;01/01/2020;6.16;6.14;1;6.14;6.16;1;0;0;0;0;0;0;5;1;0;25;6;-5;4495
C;Lucas Felippe;Verona;01/01/2020;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;2;1;0;4499
A;Di Carmine;Verona;01/01/2020;5.95;6.88;13;0.529230769;0.457692308;7;0;0;2;1;1;0;3;0;0;22;14;-1;4500
C;Obiang;Sassuolo;01/01/2020;5.84;5.66;10;0.566;0.584;1;0;0;0;0;0;0;10;0;1;25;2;8;4501
D;Mangraviti;Brescia;01/01/2020;5.31;5.23;1;5.23;5.31;0;0;0;0;0;0;0;2;0;0;13;2;-1;4504
D;Cipriano;Lazio;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4509
A;Rafael Leao;Milan;01/01/2020;6.09;6.8;22;0.309090909;0.276818182;6;0;0;0;0;0;1;0;0;0;31;16;6;4510
D;Duarte;Milan;01/01/2020;5.6;5.4;9;0.6;0.622222222;0;0;0;0;0;0;0;2;0;0;6;1;8;4511
C;Schone;Genoa;01/01/2020;5.88;5.95;11;0.540909091;0.534545455;2;0;0;1;0;1;2;5;0;0;32;9;2;4512
C;Zmrhal;Brescia;01/01/2020;5.65;6;7;0.857142857;0.807142857;2;0;0;0;0;0;0;0;0;0;21;6;1;4513
C;Nandez;Cagliari;01/01/2020;6.19;6.24;10;0.624;0.619;2;0;0;0;0;0;3;14;0;0;35;14;-4;4514
C;Agudelo;Fiorentina;01/01/2020;5.85;5.9;4;1.475;1.4625;1;0;0;0;0;0;0;3;1;0;13;2;2;4515
A;Lozano;Napoli;01/01/2020;5.89;6.41;22;0.291363636;0.267727273;4;0;0;0;0;0;1;3;0;0;26;10;12;4517
P;Russo A.;Sassuolo;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4518
D;Cetin;Roma;01/01/2020;5.8;5.4;5;1.08;1.16;0;0;0;0;0;0;0;2;1;0;6;1;4;4519
P;Letica;SPAL;01/01/2020;5.7;3.05;1;3.05;5.7;0;29;1;0;0;0;0;1;0;0;10;1;0;4520
D;Muldur;Sassuolo;01/01/2020;6.02;6.32;3;2.106666667;2.006666667;2;0;0;0;0;0;2;4;0;0;24;9;-6;4521
C;Amrabat;Verona;01/01/2020;6.35;6.26;4;1.565;1.5875;0;0;0;1;1;0;1;10;2;0;34;11;-7;4522
P;Avogadri;Sampdoria;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4523
C;Sema;Udinese;01/01/2020;5.95;6.08;5;1.216;1.19;2;0;0;0;0;0;1;6;0;0;32;9;-4;4524
D;Gasolina Wesley;Juventus;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4528
D;Ankersen;Genoa;01/01/2020;5.69;5.69;4;1.4225;1.4225;0;0;0;0;0;0;1;2;0;0;19;3;1;4529
D;Kyriakopoulos;Sassuolo;01/01/2020;6.02;6.02;2;3.01;3.01;0;0;0;0;0;0;2;4;0;0;26;7;-5;4530
C;Demme;Napoli;01/01/2020;6.04;6.04;8;0.755;0.755;1;0;0;0;0;0;0;6;0;0;15;7;1;4725
A;Diallo Am.;Atalanta;01/01/2020;7;10;1;10;7;1;0;0;0;0;0;0;0;0;0;3;1;0;4862
A;Cleonise;Genoa;01/01/2020;6;6;1;6;6;0;0;0;0;0;0;0;2;0;0;4;1;0;4865
P;Turati;Sassuolo;01/01/2020;6.25;4.25;1;4.25;6.25;0;4;0;0;0;0;0;0;0;0;2;1;0;4867
C;Tunjov;SPAL;01/01/2020;5.4;5.4;1;5.4;5.4;0;0;0;0;0;0;0;0;0;0;10;1;0;4868
C;Dominguez;Bologna;01/01/2020;6.04;6.07;7;0.867142857;0.862857143;0;0;0;0;0;0;1;1;0;0;16;6;1;4869
P;Begovic;Milan;01/01/2020;6.25;4.75;1;4.75;6.25;0;3;0;0;0;0;0;0;0;0;2;1;0;4878
A;Skrabb;Brescia;01/01/2020;5.56;5.56;4;1.39;1.39;0;0;0;0;0;0;0;1;0;0;10;2;2;4879
C;Bjarnason;Brescia;01/01/2020;5.62;5.58;5;1.116;1.124;0;0;0;0;0;0;0;1;0;0;13;3;2;4880
D;Czyborra;Atalanta;01/01/2020;6;6;4;1.5;1.5;0;0;0;0;0;0;0;0;0;0;1;1;3;4881
C;Eriksson;Genoa;01/01/2020;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4882
P;Breza;Bologna;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4883
A;Carles Perez;Roma;01/01/2020;6;6.42;10;0.642;0.6;1;0;0;0;0;0;3;2;0;0;14;10;0;4884
C;Villar;Roma;01/01/2020;5.83;5.67;3;1.89;1.943333333;0;0;0;0;0;0;0;3;0;0;9;2;1;4885
C;Pereiro;Cagliari;01/01/2020;5.62;5.81;7;0.83;0.802857143;1;0;0;0;0;0;0;3;0;0;10;5;2;4886
D;Bellanova;Atalanta;01/01/2020;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;1;1;0;4887
D;Sutalo;Atalanta;01/01/2020;5.88;5.75;1;5.75;5.88;0;0;0;0;0;0;0;1;0;0;7;3;-2;4888
C;Tameze;Atalanta;01/01/2020;6.17;6.17;5;1.234;1.234;0;0;0;0;0;0;0;0;0;0;7;3;2;4890
D;Soumaoro;Genoa;01/01/2020;5.81;6.06;4;1.515;1.4525;1;0;0;0;0;0;0;2;0;0;8;6;-2;4891
C;Saelemaekers;Milan;01/01/2020;6;6.08;5;1.216;1.2;1;0;0;0;0;0;0;2;1;0;13;7;-2;4892
A;Haraslin;Sassuolo;01/01/2020;6;6.39;5;1.278;1.2;1;0;0;0;0;0;1;1;0;0;11;10;-5;4894
D;Yoshida;Sampdoria;01/01/2020;5.89;5.93;7;0.847142857;0.841428571;0;0;0;0;0;0;1;1;0;0;14;7;0;4895
C;Maldini;Milan;01/01/2020;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;2;2;-1;4896
D;Pirola;Inter;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4897
D;Singo;Torino;01/01/2020;6.33;7.33;1;7.33;6.33;1;0;0;0;0;0;0;0;0;0;4;5;-4;4899
D;Prodl;Udinese;01/01/2020;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4917
D;Papetti;Brescia;01/01/2020;5.59;5.64;1;5.64;5.59;1;0;0;0;0;0;0;5;0;0;11;4;-3;4920
C;Askildsen;Sampdoria;01/01/2020;6;6.67;1;6.67;6;1;0;0;0;0;0;0;0;1;0;4;2;-1;4921
A;Colombo;Milan;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4923
D;Carboni;Cagliari;01/01/2020;5.5;5;1;5;5.5;0;0;0;0;0;0;0;2;2;0;7;2;-1;4925
P;Ciocci;Cagliari;01/01/2020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4929
A;Gagliano;Cagliari;01/01/2020;7.5;11.5;1;11.5;7.5;1;0;0;0;0;0;1;0;0;0;2;1;0;4940
D;Calafiori;Roma;01/01/2020;6.5;6.5;1;6.5;6.5;0;0;0;0;0;0;0;0;0;0;1;3;-2;4945
P;Radunovic;Atalanta;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
P;Sportiello;Atalanta;01/01/2021;6.17;4.97;1;4.97;6.17;0;21;1;0;0;0;0;0;0;0;15;8;-7;4
D;Conti;Parma;01/01/2021;5.44;5.28;5;1.056;1.088;0;0;0;0;0;0;0;3;0;0;14;1;4;11
D;Masiello;Genoa;01/01/2021;5.75;5.65;4;1.4125;1.4375;0;0;0;0;0;0;0;6;0;0;30;4;0;15
C;Cigarini;Crotone;01/01/2021;5.89;5.71;5;1.142;1.178;0;0;0;0;0;0;0;3;1;0;14;5;0;20
C;De Roon;Atalanta;01/01/2021;6.2;6.19;9;0.687777778;0.688888889;1;0;0;0;0;0;1;7;1;0;35;11;-2;22
C;Grassi;Parma;01/01/2021;5.68;5.5;5;1.1;1.136;0;0;0;0;0;0;0;3;0;1;23;3;2;27
C;Kurtic;Parma;01/01/2021;5.74;6.01;9;0.667777778;0.637777778;4;0;0;0;0;0;0;5;0;0;34;9;0;28
P;Da Costa;Bologna;01/01/2021;5.5;3.83;1;3.83;5.5;0;9;0;0;0;0;0;2;0;0;6;1;0;40
P;Mirante;Roma;01/01/2021;6.08;4.77;1;4.77;6.08;0;19;1;0;0;0;0;2;0;0;13;4;-3;41
D;Ferrari A.;Sampdoria;01/01/2021;5.85;5.7;3;1.9;1.95;0;0;0;0;0;0;0;3;0;0;12;3;0;45
D;Mbaye;Bologna;01/01/2021;5.57;5.86;3;1.953333333;1.856666667;1;0;0;0;0;0;0;2;0;0;8;2;1;50
C;Diawara;Roma;01/01/2021;5.7;5.8;9;0.644444444;0.633333333;1;0;0;0;0;0;0;2;1;0;18;4;5;58
D;Gagliolo;Parma;01/01/2021;5.77;5.88;9;0.653333333;0.641111111;2;0;0;0;0;0;0;6;0;0;28;5;4;73
D;Letizia;Benevento;01/01/2021;6.09;6.5;6;1.083333333;1.015;3;0;0;0;0;0;1;2;0;0;24;10;-4;74
D;Marrone;Crotone;01/01/2021;5.39;5.08;5;1.016;1.078;0;0;0;0;0;0;0;8;0;1;21;3;2;84
A;Lasagna;Verona;01/01/2021;5.63;5.97;17;0.351176471;0.331176471;4;0;0;0;0;0;0;1;0;0;36;8;9;90
D;Mattiello;Spezia;01/01/2021;6;6;3;2;2;0;0;0;0;0;0;0;0;0;0;1;2;1;106
C;Hetemaj;Benevento;01/01/2021;5.91;5.9;3;1.966666667;1.97;0;0;0;0;0;0;2;5;0;0;31;7;-4;115
C;Radovanovic;Genoa;01/01/2021;5.82;5.73;3;1.91;1.94;0;0;0;0;0;0;0;6;0;0;33;4;-1;118
A;Inglese;Parma;01/01/2021;5.62;5.69;15;0.379333333;0.374666667;0;0;0;0;0;0;2;2;0;0;14;2;13;123
P;Skorupski;Bologna;01/01/2021;6.12;4.68;8;0.585;0.765;0;46;2;0;0;0;0;1;0;0;28;9;-1;133
D;Barba;Benevento;01/01/2021;5.67;5.55;2;2.775;2.835;0;0;0;0;0;0;2;8;0;1;32;4;-2;134
D;Hysaj;Napoli;01/01/2021;5.95;5.95;6;0.991666667;0.991666667;0;0;0;0;0;0;1;2;0;0;24;7;-1;140
D;Laurini;Parma;01/01/2021;5.54;5.5;4;1.375;1.385;0;0;0;0;0;0;0;1;0;0;14;3;1;141
D;Mario Rui;Napoli;01/01/2021;5.94;5.92;8;0.74;0.7425;0;0;0;0;0;0;1;4;0;0;27;5;3;142
D;Tonelli;Sampdoria;01/01/2021;5.93;5.82;6;0.97;0.988333333;1;0;0;0;0;0;0;11;0;0;23;5;1;144
C;Krunic;Milan;01/01/2021;5.82;6.06;5;1.212;1.164;1;0;0;0;0;0;2;3;0;0;25;6;-1;148
C;Saponara;Spezia;01/01/2021;6.06;6.69;7;0.955714286;0.865714286;2;0;0;0;0;0;0;0;1;0;11;7;0;150
C;Zielinski;Napoli;01/01/2021;6.29;7.18;12;0.598333333;0.524166667;8;0;0;0;0;0;9;2;0;0;36;26;-14;152
P;Sepe;Parma;01/01/2021;6.01;3.9;9;0.433333333;0.667777778;0;76;0;0;0;0;0;0;0;0;36;3;6;159
P;Tatarusanu;Milan;01/01/2021;5;2;1;2;5;0;3;0;0;0;0;0;0;0;0;1;1;0;160
C;Badelj;Genoa;01/01/2021;6.16;6.24;3;2.08;2.053333333;1;0;0;0;0;0;3;7;0;0;30;11;-8;170
C;Borja Valero;Fiorentina;01/01/2021;5.82;5.68;5;1.136;1.164;0;0;0;0;0;0;0;3;0;0;20;2;3;172
A;Ilicic;Atalanta;01/01/2021;6.25;7.18;27;0.265925926;0.231481481;4;0;0;2;2;0;9;2;0;0;28;23;4;177
C;Petriccione;Crotone;01/01/2021;5.67;5.43;5;1.086;1.134;0;0;0;0;0;0;0;5;1;0;20;2;3;179
C;Vecino;Inter;01/01/2021;6.38;7.38;7;1.054285714;0.911428571;1;0;0;0;0;0;1;0;0;0;8;8;-1;181
C;Bernardeschi;Juventus;01/01/2021;5.76;5.79;10;0.579;0.576;0;0;0;0;0;0;2;3;0;0;27;4;6;184
A;Rebic;Milan;01/01/2021;6.11;7.37;27;0.272962963;0.226296296;11;0;0;0;0;0;4;4;1;0;27;25;2;186
A;Verde;Spezia;01/01/2021;6.18;7.18;6;1.196666667;1.03;6;0;0;0;0;0;1;0;0;0;21;21;-15;215
P;Donnarumma An.;Milan;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;216
P;Perin;Genoa;01/01/2021;6.25;4.83;8;0.60375;0.78125;0;44;0;0;0;0;0;1;1;0;32;11;-3;218
P;Ujkani;Torino;01/01/2021;6;5;1;5;6;0;1;0;0;0;0;0;0;0;0;1;2;-1;220
D;De Maio;Udinese;01/01/2021;5.82;5.82;6;0.97;0.97;0;0;0;0;0;0;0;1;0;0;15;2;4;224
D;Izzo;Torino;01/01/2021;6.06;6.24;10;0.624;0.606;2;0;0;0;0;0;0;3;0;0;25;11;-1;226
C;Kucka;Parma;01/01/2021;6.04;6.71;13;0.516153846;0.464615385;3;0;0;4;4;0;2;8;0;0;28;17;-4;234
C;Lazovic;Verona;01/01/2021;6.05;6.48;13;0.498461538;0.465384615;3;0;0;0;0;0;6;3;0;0;32;16;-3;236
C;Rincon;Torino;01/01/2021;5.88;5.85;5;1.17;1.176;1;0;0;0;0;0;1;8;1;0;36;8;-3;238
D;Ghiglione;Genoa;01/01/2021;5.8;5.89;6;0.981666667;0.966666667;0;0;0;0;0;0;4;4;0;0;23;6;0;244
A;Pandev;Genoa;01/01/2021;6;6.77;10;0.677;0.6;6;0;0;1;1;0;3;5;0;0;29;18;-8;245
A;Pavoletti;Cagliari;01/01/2021;6.09;6.59;15;0.439333333;0.406;4;0;0;0;0;0;3;8;0;0;33;14;1;247
P;Handanovic;Inter;01/01/2021;5.99;5.19;18;0.288333333;0.332777778;0;33;2;0;0;0;0;1;0;1;37;15;3;250
D;Biraghi;Fiorentina;01/01/2021;5.9;6.01;8;0.75125;0.7375;1;0;0;0;0;0;5;8;0;0;35;10;-2;252
D;Dimarco;Verona;01/01/2021;6.21;6.64;4;1.66;1.5525;5;0;0;0;0;0;3;6;0;0;35;16;-12;254
D;Juan Jesus;Roma;01/01/2021;5.75;5.75;5;1.15;1.15;0;0;0;0;0;0;0;0;0;0;5;2;3;256
D;Ranocchia;Inter;01/01/2021;6.25;6.25;2;3.125;3.125;0;0;0;0;0;0;1;2;0;0;8;6;-4;261
D;Santon;Roma;01/01/2021;5.75;5.6;3;1.866666667;1.916666667;0;0;0;0;0;0;0;3;0;0;10;2;1;262
C;Bessa;Verona;01/01/2021;5.88;6;3;2;1.96;0;0;0;0;0;0;2;1;0;0;18;6;-3;264
C;Brozovic;Inter;01/01/2021;6.12;6.35;13;0.488461538;0.470769231;2;0;0;0;0;0;6;7;1;0;33;15;-2;265
C;Medel;Bologna;01/01/2021;5.86;5.91;4;1.4775;1.465;0;0;0;0;0;0;1;1;0;0;11;2;2;272
A;Palacio;Bologna;01/01/2021;6.08;6.61;10;0.661;0.608;5;0;0;0;0;0;5;5;0;0;36;15;-5;280
P;Buffon;Juventus;01/01/2021;6.38;6.12;1;6.12;6.38;0;5;1;0;0;0;0;0;0;0;8;7;-6;282
D;Bonucci;Juventus;01/01/2021;5.92;6.1;13;0.469230769;0.455384615;2;0;0;0;0;0;0;3;0;0;26;9;4;286
D;Caceres;Fiorentina;01/01/2021;5.67;5.9;7;0.842857143;0.81;2;0;0;0;0;0;2;4;0;0;29;6;1;287
D;Chiellini;Juventus;01/01/2021;6.03;5.84;11;0.530909091;0.548181818;0;0;0;0;0;0;1;4;0;1;17;6;5;288
D;Rugani;Cagliari;01/01/2021;5.88;6.12;6;1.02;0.98;1;0;0;0;0;0;1;2;0;0;16;6;0;294
D;Asamoah;Cagliari;01/01/2021;5.86;5.86;5;1.172;1.172;0;0;0;0;0;0;0;0;0;0;9;4;1;295
C;Pereyra;Udinese;01/01/2021;6.24;6.71;11;0.61;0.567272727;4;0;0;1;1;0;5;8;0;0;34;19;-8;302
C;Sturaro;Verona;01/01/2021;5.73;5.73;4;1.4325;1.4325;1;0;0;0;0;0;0;6;0;0;16;4;0;305
A;Cerri;Cagliari;01/01/2021;5.86;6.14;4;1.535;1.465;1;0;0;0;0;0;0;1;0;0;24;5;-1;306
A;Dybala;Juventus;01/01/2021;6.05;6.84;31;0.220645161;0.19516129;4;0;0;0;0;0;3;0;0;0;20;15;16;309
A;Llorente;Udinese;01/01/2021;5.67;5.8;10;0.58;0.567;1;0;0;0;0;0;0;2;0;0;17;5;5;311
A;Mandzukic;Milan;01/01/2021;5.67;5.67;11;0.515454545;0.515454545;0;0;0;0;0;0;0;1;0;0;10;7;4;312
A;Morata;Juventus;01/01/2021;6.12;7.37;24;0.307083333;0.255;10;0;0;1;1;0;7;3;1;0;32;27;-3;313
A;Zaza;Torino;01/01/2021;5.69;6.31;13;0.485384615;0.437692308;6;0;0;0;0;0;0;4;0;0;29;14;-1;315
P;Marchetti;Genoa;01/01/2021;5.88;3.12;1;3.12;5.88;0;11;0;0;0;0;0;0;0;0;4;1;0;318
D;De Vrij;Inter;01/01/2021;6.25;6.31;15;0.420666667;0.416666667;1;0;0;0;0;0;0;2;0;0;32;13;2;322
D;Hoedt;Lazio;01/01/2021;5.62;5.38;7;0.768571429;0.802857143;0;0;0;0;0;0;0;6;0;0;17;1;6;324
D;Patric;Lazio;01/01/2021;5.61;5.48;4;1.37;1.4025;0;0;0;0;0;0;1;8;0;0;25;3;1;327
D;Radu;Lazio;01/01/2021;5.81;5.87;8;0.73375;0.72625;0;0;0;0;0;0;3;2;0;0;31;7;1;329
C;Candreva;Sampdoria;01/01/2021;6.17;6.82;7;0.974285714;0.881428571;3;0;0;2;2;0;7;1;0;0;35;22;-15;332
C;Cataldi;Lazio;01/01/2021;5.68;5.54;5;1.108;1.136;0;0;0;0;0;0;0;4;0;0;19;2;3;333
C;Lulic;Lazio;01/01/2021;5.78;5.75;8;0.71875;0.7225;0;0;0;0;0;0;0;1;0;0;16;5;3;338
C;Parolo;Lazio;01/01/2021;5.81;5.81;5;1.162;1.162;0;0;0;0;0;0;2;5;0;0;18;3;2;342
A;Keita B.;Sampdoria;01/01/2021;6;6.86;13;0.527692308;0.461538462;7;0;0;0;0;0;1;4;1;0;25;18;-5;345
P;Donnarumma G.;Milan;01/01/2021;6.31;5.35;16;0.334375;0.394375;0;38;1;0;0;0;0;1;0;0;37;16;0;350
D;Calabria;Milan;01/01/2021;6.22;6.27;5;1.254;1.244;2;0;0;0;0;0;1;7;0;1;32;12;-7;357
D;Zapata C.;Genoa;01/01/2021;5.79;5.71;5;1.142;1.158;0;0;0;0;0;0;0;2;0;0;12;3;2;365
C;Bonaventura;Fiorentina;01/01/2021;5.98;6.25;14;0.446428571;0.427142857;3;0;0;0;0;0;2;5;0;0;34;11;3;367
C;Poli;Bologna;01/01/2021;5.9;5.95;3;1.983333333;1.966666667;1;0;0;0;0;0;0;1;0;1;18;3;0;374
C;Verdi;Torino;01/01/2021;5.7;5.86;14;0.418571429;0.407142857;1;0;0;0;0;0;5;6;0;0;33;8;6;376
A;Petagna;Napoli;01/01/2021;6.06;7;13;0.538461538;0.466153846;4;0;0;0;0;0;3;0;0;0;26;16;-3;383
P;Reina;Lazio;01/01/2021;6.07;4.64;1;4.64;6.07;0;41;0;0;0;0;0;1;0;0;29;10;-9;387
D;Ghoulam;Napoli;01/01/2021;6.06;6;3;2;2.02;0;0;0;0;0;0;0;1;0;0;11;2;1;390
D;Koulibaly;Napoli;01/01/2021;6.13;5.94;14;0.424285714;0.437857143;0;0;0;0;0;0;0;8;1;0;26;8;6;392
D;Luperto;Crotone;01/01/2021;5.41;5.3;2;2.65;2.705;0;0;0;0;0;0;0;3;1;0;23;1;1;393
C;Callejon;Fiorentina;01/01/2021;5.7;5.77;12;0.480833333;0.475;0;0;0;0;0;0;1;0;0;0;20;4;8;406
A;Gabbiadini;Sampdoria;01/01/2021;6.13;6.83;17;0.401764706;0.360588235;2;0;0;1;1;0;2;1;0;0;16;18;-1;407
A;Insigne;Napoli;01/01/2021;6.44;8.13;23;0.353478261;0.28;12;0;0;8;7;1;7;2;1;0;35;36;-13;409
A;Mertens;Napoli;01/01/2021;6.11;7.33;25;0.2932;0.2444;9;0;0;0;0;0;7;2;0;0;29;28;-3;410
P;Colombi;Parma;01/01/2021;6.25;2.75;1;2.75;6.25;0;7;0;0;0;0;0;0;0;0;2;1;0;412
D;Goldaniga;Genoa;01/01/2021;5.88;5.75;5;1.15;1.176;0;0;0;0;0;0;1;8;0;0;25;4;1;418
D;Rispoli;Crotone;01/01/2021;5.67;5.53;5;1.106;1.134;0;0;0;0;0;0;0;4;0;0;19;2;3;423
D;Terzi;Spezia;01/01/2021;5.73;5.71;3;1.903333333;1.91;1;0;0;0;0;0;1;7;1;0;25;4;-1;425
C;Benali;Crotone;01/01/2021;5.85;5.85;9;0.65;0.65;0;0;0;0;0;0;1;2;0;0;18;4;5;428
C;Brugman;Parma;01/01/2021;6.02;6.04;5;1.208;1.204;1;0;0;0;0;0;1;7;0;0;26;7;-2;430
C;Jajalo;Udinese;01/01/2021;5.5;5.5;6;0.916666667;0.916666667;0;0;0;0;0;0;0;0;0;0;1;1;5;434
C;Viola;Benevento;01/01/2021;6.15;7.06;9;0.784444444;0.683333333;1;0;0;4;4;0;1;1;0;0;17;20;-11;440
A;Belotti;Torino;01/01/2021;6.4;7.57;29;0.261034483;0.220689655;9;0;0;5;4;1;6;4;0;0;35;30;-1;441
A;La Gumina;Sampdoria;01/01/2021;5.58;5.58;4;1.395;1.395;0;0;0;0;0;0;0;0;0;0;9;1;3;447
P;Szczesny;Juventus;01/01/2021;6.22;5.38;17;0.316470588;0.365882353;0;32;2;0;0;0;1;0;0;0;30;16;1;453
D;Capradossi;Spezia;01/01/2021;6.5;6.5;3;2.166666667;2.166666667;0;0;0;0;0;0;0;0;0;0;1;3;0;454
D;Manolas;Napoli;01/01/2021;5.95;5.86;13;0.450769231;0.457692308;0;0;0;0;0;0;0;5;0;0;30;7;6;459
D;Romagnoli;Milan;01/01/2021;5.95;5.98;13;0.46;0.457692308;1;0;0;0;0;0;1;7;0;0;22;6;7;460
C;Nainggolan;Cagliari;01/01/2021;6.11;6.13;22;0.278636364;0.277727273;1;0;0;0;0;0;0;5;0;0;26;11;11;467
C;Strootman;Genoa;01/01/2021;6.14;6.11;8;0.76375;0.7675;0;0;0;0;0;0;3;7;0;0;18;10;-2;470
A;Destro;Genoa;01/01/2021;6.02;7.28;9;0.808888889;0.668888889;11;0;0;0;0;0;1;5;0;0;29;25;-16;472
A;Gervinho;Parma;01/01/2021;5.65;6.24;14;0.445714286;0.403571429;5;0;0;0;0;0;1;0;0;0;27;11;3;474
A;Iago Falque;Benevento;01/01/2021;5.9;6.3;14;0.45;0.421428571;1;0;0;0;0;0;1;0;0;0;11;6;8;475
A;Sanabria;Torino;01/01/2021;5.89;6.96;12;0.58;0.490833333;5;0;0;0;0;0;1;2;0;0;14;12;0;479
D;De Silvestri;Bologna;01/01/2021;5.71;5.86;8;0.7325;0.71375;2;0;0;0;0;0;0;4;0;0;29;6;2;487
